x_mm,z_mm,temperature_c
15.7681,8.47442,31.8068
10.3884,-13.9041,34.685
   36.7134E-03,20.4493,34.061
41.0763,-14.2759,26.0241
-15.8149,40.6967,26.0874
-41.2771,16.2941,26.147
17.0085,-41.5676,26.0313
-39.4833,-16.1231,26.2041
41.5515,16.9656,26.018
13.8331,41.0466,26.0456
-14.1785,-41.0921,26.0879
41.1444,21.3097,26.0138
20.386,40.7161,26.0255
-40.893,20.2998,26.1064
-41.717,-20.7251,26.0885
21.3533,-41.1723,26.0213
-20.0344,41.5082,26.0571
41.1591,-32.3651,26.0044
-41.0453,31.8612,26.0255
-32.1898,-40.2638,26.0221
-32.6768,39.9062,26.0228
39.943,32.6272,26.0052
-39.7192,-32.8129,26.0267
32.8523,-39.6285,26.0061
40.8342,-37.7286,26.0024
35.7004,40.5764,26.0036
-37.7713,-40.7,26.0107
-41.2793,36.4087,26.0131
-7.87981,21.0411,33.9608
-8.1532,-22.1824,32.0384
3.04401,39.6571,26.1211
39.626,-2.85709,26.05
-39.9469,2.88454,26.3853
-2.88712,-39.436,26.1489
5.7017,-18.1316,34.0729
-20.8185,-13.5824,34.4201
-1.80309,-21.2445,33.2717
9.31824,17.6111,31.505
-39.8005,-43.061,26.0061
43.0887,-39.8105,26.0014
1.7103,-20.69,32.789
-39.328,-36.8481,26.0157
36.9522,-39.1942,26.0036
39.5045,36.8877,26.0033
-37.0992,39.463,26.0142
15.8736,1.30394,34.2908
7.94001,-15.8527,35.3176
-16.4896,19.3769,31.8223
-15.8134,-20.6421,30.9013
11.9069,13.0593,33.4304
-20.3586,-11.3597,38.4776
-21.6917,17.9137,29.7565
-14.3923,16.2332,39.4596
5.22109,38.5921,26.1348
38.4713,-4.73902,26.0609
-38.2081,4.68242,26.5257
-4.83366,-38.3426,26.1873
10.4329,-16.0188,32.2185
-22.4943,-11.2119,34.5663
-39.0187,  -66.1764E-03,26.4711
  -351.180E-03,-37.4035,26.2153
  -232.892E-03,38.7797,26.163
37.8135,  -326.768E-03,26.0735
2.00313,-23.0606,30.0464
38.8459,22.0172,26.0197
20.0027,38.983,26.036
-38.9637,21.1668,26.1347
-38.4577,-20.6244,26.1581
37.8623,-19.2643,26.0307
22.1047,-38.8842,26.0285
-19.0681,-37.7521,26.1268
-20.4739,39.0711,26.088
3.74884,-20.5719,31.9688
-37.924,-5.95048,26.5344
5.00027,-38.5966,26.1377
-3.98639,37.9933,26.2029
38.557,4.81939,26.0597
-39.1527,32.8777,26.0288
32.2529,39.4701,26.0068
-32.5548,37.5712,26.034
37.8083,32.4515,26.0076
-37.3266,-32.632,26.0386
32.6189,-37.249,26.0089
-24.115,15.6692,29.551
37.2898,36.0631,26.0052
-36.4578,37.0008,26.0225
-5.03119,41.9842,26.0914
41.9507,5.57393,26.0295
-41.7656,-6.06509,26.2454
5.64008,-41.9782,26.0685
13.8305,-10.7961,32.7391
17.9212,-6.32802,30.3655
15.0366,10.0537,31.8243
16.4786,6.92185,31.6685
17.3648,  -521.238E-03,32.013
-3.44709,21.9775,32.479
43.6041,14.0202,26.0151
-43.401,-13.841,26.1193
14.0285,-43.5968,26.029
-14.05,43.4555,26.0567
42.8575,-12.5064,26.019
-42.9909,12.4666,26.1393
13.5863,43.0295,26.0328
-12.4619,-42.8823,26.0662
-22.1366,42.2128,26.043
23.2714,-42.0499,26.0149
-42.6441,-22.6845,26.0615
42.0302,23.2361,26.01
22.8209,42.7328,26.0139
-42.2182,22.2171,26.0696
41.6947,-21.2763,26.0128
-21.2518,-41.6633,26.0513
-30.1983,-42.2453,26.0203
29.7333,43.1637,26.0057
-43.1738,31.0765,26.0211
42.4947,-30.2968,26.0046
-30.7938,39.7466,26.029
39.7223,30.7796,26.0067
-39.6443,-30.9296,26.0351
30.9533,-39.6171,26.008
6.32296,41.0139,26.078
40.936,-5.89172,26.0356
-41.1039,6.09595,26.2762
-5.90627,-40.9257,26.1092
-5.25013,-18.936,39.1534
-9.78835,21.1887,33.0064
-6.02292,20.3726,35.6164
-10.4741,-24.7208,29.1353
16.1215,4.35631,33.1566
11.7913,14.9811,31.8035
-21.2864,-15.8749,31.4867
-20.961,-18.5624,29.688
-21.4546,20.292,28.638
-24.2374,9.9567,32.9254
5.94943,-20.5507,30.8913
-13.0446,-22.4358,30.3634
-13.9885,21.5031,30.8727
-18.5597,-20.5459,29.6064
-18.9403,19.8588,29.9744
18.5094,5.54816,30.074
20.2986,-5.19064,28.8214
-10.3343,42.6631,26.0742
-43.163,-11.0621,26.1493
42.8913,10.5206,26.0208
10.547,-42.9288,26.0427
42.4952,-10.735,26.0222
-43.2625,10.6941,26.1498
11.4817,42.6327,26.0414
-10.6968,-42.5541,26.0743
-10.3536,-27.1457,27.8788
-9.70743,23.6808,30.0947
12.1132,17.0421,30.0904
16.7428,-10.0023,30.1651
22.8123,-44.4246,26.011
-44.8067,-22.263,26.0465
44.4113,22.7954,26.007
-21.9444,44.689,26.0289
36.0256,-3.28852,26.1037
-36.8576,2.20848,26.7449
-3.61191,-35.6622,26.3265
10.5392,-18.2985,30.2222
44.7853,-14.4135,26.0124
-45.3329,14.6818,26.0827
15.5239,45.3328,26.0196
-14.3938,-44.778,26.044
37.6174,19.8643,26.03
19.9741,-37.6937,26.0446
-37.8666,18.8975,26.2096
-36.8408,-19.3248,26.2433
36.6683,-17.5243,26.0445
16.9439,36.9052,26.0724
-17.1511,-36.5726,26.1831
-18.6979,35.9655,26.185
-1.34079,36.7427,26.2573
37.4164,2.26208,26.0782
-37.5049,-3.58487,26.6421
2.38272,-37.1099,26.2077
6.17209,-22.9749,28.9669
-21.2501,22.8085,27.7613
-20.5112,-21.8443,28.2511
36.7879,-36.4559,26.0053
34.7052,36.4236,26.0073
-37.4135,33.9155,26.0315
-36.8849,-34.5439,26.0307
-36.7269,-36.5705,26.0232
-34.1369,35.2695,26.0404
35.8539,33.9121,26.0086
34.631,-36.6876,26.007
9.72056,41.4944,26.0581
41.4087,-9.11561,26.0294
-41.849,9.56633,26.2087
-9.06939,-41.5222,26.0943
17.0082,10.7554,29.6658
-5.65165,-22.2143,32.2816
-25.981,11.5886,30.1582
13.0949,4.70045,39.6408
8.28757,-20.6093,29.7511
-15.6324,-22.9862,29.1378
-16.3948,21.9848,29.5557
   167.501E-03,-25.3795,28.7528
-26.2121,-10.2062,30.6633
36.2508,37.6681,26.0049
-36.8613,-38.3069,26.0176
38.5064,-36.6923,26.004
-38.3466,36.1157,26.0199
-28.0583,42.0693,26.0259
42.5883,28.3059,26.0056
-42.6295,-28.2428,26.0325
28.3944,-42.5872,26.0074
  -492.456E-03,23.5341,30.2114
-21.1989,25.3969,27.1137
-20.5397,-23.8548,27.5633
20.2014,8.00774,28.4364
21.3567,-7.49811,27.9999
-13.633,41.7871,26.0786
41.7513,13.7822,26.0213
-41.6654,-12.6359,26.1774
13.8004,-41.7648,26.0403
44.647,-10.0694,26.0157
-45.0378,10.1172,26.1146
10.6123,44.7481,26.0311
-10.06,-44.6681,26.0516
-8.13815,-27.1902,27.996
-7.36163,25.8672,28.7422
-21.2487,-7.28941,43.016
15.2516,-13.5676,29.7935
-35.3783,5.02012,26.9595
-6.1698,-34.9854,26.3822
34.964,-5.7202,26.1243
17.1605,-39.337,26.0454
-38.2833,-17.7847,26.22
-16.47,39.4662,26.1069
39.2729,17.0704,26.0272
-38.7433,15.5245,26.247
38.8149,-16.1554,26.0325
15.8476,38.5376,26.0595
-15.9014,-38.7837,26.1259
35.4596,20.9774,26.0404
21.0007,34.2645,26.0701
21.1315,-35.5379,26.0561
-35.3744,-20.7843,26.2658
-20.2802,-35.6326,26.1744
-35.759,20.0725,26.2685
35.8757,-20.5617,26.0396
-20.8913,36.6199,26.1362
-4.05887,35.1528,26.3717
35.0845,3.70483,26.1254
-35.5097,-5.16952,26.9137
4.33429,-35.2519,26.2826
-23.9623,20.7835,27.7149
-22.1957,-21.1348,27.9924
37.3197,-33.5951,26.007
31.9205,-35.1414,26.0133
34.3851,34.8287,26.0096
-36.2489,31.6734,26.0516
-32.4199,35.353,26.0499
-34.3094,-36.8949,26.0298
35.8018,32.3656,26.0106
-35.1798,-32.0655,26.0573
-45.0057,-27.0937,26.0269
44.898,27.2029,26.0044
-26.9125,44.8741,26.0188
27.2394,-44.8941,26.0063
1.31149,22.0838,31.2304
-26.1177,15.1651,28.6893
-27.6093,9.41521,29.73
2.08971,-27.6511,27.5483
-25.0083,-12.7829,30.4185
-8.33164,41.6628,26.0939
-41.8172,-9.39095,26.2105
41.7232,8.69372,26.028
8.75684,-41.8131,26.0592
   868.264E-03,35.4933,26.312
35.7503,  -774.379E-03,26.1136
-36.5307,   27.6350E-03,26.8013
-1.04464,-35.0242,26.364
-16.3083,24.6879,28.1053
11.4791,40.0123,26.0677
39.7436,-10.7237,26.0382
-40.3787,12.0771,26.2342
-10.5952,-39.9319,26.1265
10.838,-23.1854,27.7277
20.3276,  -339.917E-03,29.2036
-5.50364,22.7416,31.6153
6.36944,-25.3837,27.8096
12.9419,-16.0948,30.0958
-25.906,40.1723,26.0445
26.8551,-39.9565,26.0131
39.9241,26.7604,26.0101
-39.8001,-26.6335,26.0603
-39.827,28.0649,26.0506
42.6869,-25.3045,26.0075
-25.2863,-42.6732,26.0308
27.7261,41.0608,26.0099
42.6216,26.8395,26.0064
-26.3426,42.4952,26.0285
26.9039,-42.6283,26.0088
-42.6832,-26.6549,26.0386
-11.4087,40.4049,26.1115
41.0916,11.5344,26.0278
-38.5182,-13.1308,26.3113
11.5747,-41.1554,26.0546
-3.30415,27.1695,28.0889
-18.7775,25.2063,27.4959
-18.0511,-26.0462,27.3636
19.7545,9.98305,28.2817
20.3928,5.87304,28.6596
20.7447,-11.1224,27.733
22.7612,-4.35147,27.7133
-5.91783,-24.8584,29.4597
-10.247,-29.3074,27.1929
-9.54072,26.3791,28.2823
-5.1171,25.2772,29.2169
17.2359,-36.3184,26.0764
-36.7019,-16.687,26.3314
-16.1057,35.3264,26.249
36.1533,17.1231,26.0491
38.4284,-23.3958,26.0189
-36.8902,22.2314,26.1706
21.4352,37.3056,26.0392
-23.3393,-38.3458,26.0793
36.803,22.9994,26.0259
23.1492,-36.8536,26.035
-36.9911,-22.1469,26.1706
-22.8543,37.5485,26.0972
-6.22285,36.7655,26.2701
6.39286,-36.6649,26.1867
36.3559,6.01534,26.0903
31.3201,37.6813,26.0101
36.445,-31.4773,26.0106
-38.4655,30.9015,26.0422
-31.9243,-37.3935,26.0371
   125.053E-03,-27.6026,27.7165
-23.6145,-15.6753,29.8696
-30.209,-10.1312,28.1016
-26.0996,21.5545,27.1031
  -182.180E-03,33.2406,26.52
33.5916,  -601.368E-03,26.1794
-33.7066,  -422.855E-03,27.4742
-1.56393,-32.4939,26.6292
9.77228,36.5331,26.1516
36.0452,-8.77712,26.0886
-36.5569,9.22301,26.6158
-8.63565,-36.673,26.2583
10.8067,-25.6472,27.1043
22.34,-2.1916,27.9771
-40.5467,-24.5435,26.0701
40.7215,25.2513,26.0105
-24.2071,40.2814,26.0515
25.309,-40.7513,26.0144
-28.8721,37.4102,26.0537
28.3736,-37.7786,26.015
37.6862,28.2149,26.0126
-37.6083,-28.4423,26.0676
15.3645,-18.4504,27.9646
-4.85287,32.891,26.608
32.7847,4.52488,26.2002
5.67008,-33.4819,26.3754
-27.879,13.1669,28.4484
35.574,35.3062,26.0075
-35.8327,34.8379,26.0344
4.68534,33.0791,26.4295
-33.2606,6.1019,27.4356
-6.09381,-32.441,26.6623
32.611,-5.04291,26.2081
35.261,-15.7352,26.0674
-36.6352,16.6168,26.3311
-15.1828,-35.302,26.2675
-11.6217,26.4807,28.0441
4.31328,-27.972,27.2556
-26.1807,-40.9458,26.0379
25.6577,39.5688,26.016
-38.9949,26.1974,26.0735
40.9772,-26.2536,26.009
8.59785,-25.4522,27.4496
-26.3272,-43.2614,26.0255
27.4923,43.0436,26.0076
-42.0228,27.1099,26.0408
43.2829,-26.3488,26.0062
-33.6176,-30.6775,26.0884
-31.0701,32.2259,26.0992
33.4902,31.0571,26.0182
30.38,-33.6811,26.0207
31.6664,-32.0636,26.0211
-33.6147,30.7061,26.0883
-32.1966,-31.9876,26.0873
32.0243,33.0489,26.0177
-30.1406,10.9875,27.9576
-33.6329,21.3001,26.3337
32.7356,-20.2452,26.0731
20.799,31.6116,26.1119
-19.5368,-32.0676,26.3705
33.481,22.291,26.0513
22.5188,-33.5326,26.0658
-33.7668,-19.3722,26.4152
-21.4489,33.9373,26.2141
38.1364,24.9299,26.0167
25.0596,-38.1805,26.022
-37.4418,-25.0848,26.1085
-27.0678,37.5256,26.0635
-25.6643,-38.5858,26.0608
24.2905,36.5822,26.0312
-37.9957,24.2829,26.1102
38.6281,-25.7178,26.0144
-30.2905,29.5905,26.1703
29.7829,-30.8167,26.034
-30.7262,-30.2773,26.14
31.5835,31.5546,26.0232
-27.0062,16.803,27.8817
14.5915,36.7072,26.0949
37.089,-14.5471,26.0515
-14.0141,-37.1121,26.1969
14.3886,-37.1068,26.0909
-35.5208,-15.8778,26.4488
-14.7476,39.7729,26.1112
36.8489,14.2698,26.0541
-29.4078,16.3302,27.3151
37.8519,11.934,26.051
-12.3502,38.013,26.1769
-36.034,-11.9916,26.5545
12.0366,-38.1092,26.0926
15.4216,-33.5651,26.1542
-34.0461,-16.5928,26.5455
-16.9857,33.0144,26.3796
33.1789,15.4448,26.1018
31.9686,-15.3635,26.1319
15.7576,31.1944,26.2262
-33.4653,16.0954,26.6426
-14.0265,-32.2869,26.5301
4.83335,-30.8497,26.6801
28.4853,37.888,26.0144
38.83,-27.6023,26.0111
-27.4766,-38.8192,26.0475
  -649.787E-03,27.3136,27.8743
-21.4009,28.0052,26.678
-20.7064,-26.4128,26.9585
24.6606,9.83552,26.8567
20.6064,3.85514,28.7429
-5.98092,-27.3555,27.9958
-12.7034,-27.3993,27.5831
-1.77042,-25.342,28.9981
-28.2309,-8.25539,29.6182
-26.3803,-15.0499,28.6033
7.44676,37.4482,26.1481
37.2602,-6.70139,26.0741
-37.6768,7.19867,26.551
-6.7786,-37.4131,26.2253
36.8372,-11.672,26.0645
12.6836,37.5064,26.0979
-37.2943,11.7052,26.447
-11.1645,-37.3349,26.212
-30.6512,35.0711,26.0655
30.5576,-36.0741,26.0144
35.5541,30.6584,26.0136
-36.0045,-30.7069,26.0628
15.4822,-16.0991,28.6465
15.226,-20.6302,27.4601
31.7723,2.09347,26.2584
-1.2095,30.9273,26.8813
-32.0861,-2.85741,28.0587
4.13644,-32.3688,26.5204
-31.6052,3.3839,28.2376
31.1145,-2.39666,26.3019
3.45321,31.0539,26.6937
-3.84346,-29.9943,27.1199
-13.5037,28.5631,27.2026
-24.0595,-42.176,26.0372
25.2005,42.6948,26.0106
-41.1855,25.1952,26.0586
42.1904,-24.075,26.0092
-10.5621,36.5273,26.2526
8.49816,-38.1118,26.1229
-38.0653,-9.74103,26.4344
37.8119,8.28589,26.0622
-30.0819,13.5321,27.5542
18.2848,29.1933,26.2332
31.7322,17.4035,26.1148
-32.4989,19.2075,26.5299
-31.8323,-17.7255,26.7049
31.5212,-18.5079,26.1087
17.3426,-32.0483,26.1638
-19.0075,31.7993,26.416
10.9036,-28.0656,26.6976
22.5869,   325.472E-03,27.9167
-15.4357,-25.4886,27.9347
-4.88795,27.6069,27.8976
1.87511,-29.753,27.0052
22.6617,-9.48823,27.3477
-10.3003,-30.9654,26.84
-9.39314,29.6464,27.1186
-25.7799,23.5706,26.8456
32.2723,-23.351,26.0571
-31.5947,22.4675,26.3996
22.9707,31.5391,26.0843
-23.0929,-31.8312,26.2663
31.5743,23.6287,26.0626
23.9472,-31.6021,26.0737
-32.5349,-23.5013,26.3014
-22.7031,32.4454,26.2587
-31.4547,7.63611,27.9244
31.6837,-7.13566,26.235
-8.71099,-32.1796,26.6672
8.44766,30.9691,26.5039
-31.9006,-9.96232,27.5212
31.5526,7.64609,26.233
-7.76958,31.971,26.7251
-32.0253,-6.90903,27.7885
6.47572,-31.6013,26.5191
13.047,-20.75,27.9639
24.32,4.69142,27.2141
25.7715,-5.54164,26.8691
36.2144,-26.7372,26.0192
-35.9109,25.4513,26.1335
26.5857,35.5159,26.0272
-26.7384,-36.166,26.0826
21.3452,2.06184,28.4809
36.2513,26.0585,26.0207
-26.6267,35.0904,26.1042
26.2883,-36.3338,26.025
-35.8451,-26.5752,26.1153
17.0587,5.61231,31.4967
-26.4776,-17.8344,27.7779
12.8203,-25.9314,26.8372
8.72362,-29.9827,26.5951
24.3277,  -201.691E-03,27.3142
22.2524,10.714,27.3008
-29.0352,-15.6481,27.4914
-32.1108,28.3398,26.157
32.6052,-30.1065,26.0238
-30.3891,-32.9544,26.0958
29.7647,31.8171,26.0298
24.5626,-8.21894,26.9919
24.1775,8.18926,27.0509
-26.2872,-5.97712,32.3046
1.09035,25.8271,28.3684
-23.3352,-26.2048,26.7322
34.8631,-10.9349,26.1017
11.9103,35.7141,26.1474
-35.4511,11.3236,26.6612
-10.0709,-36.2773,26.2747
30.5041,5.14942,26.3196
-5.93157,30.7363,26.9586
-31.0805,-4.84707,28.3956
-30.0919,5.4979,28.9175
30.1575,22.1531,26.0955
-31.192,-19.5874,26.6462
22.3706,-30.1993,26.1153
-20.3519,31.0986,26.4074
-6.0211,-29.8709,27.1498
10.6994,-20.7088,28.7282
-28.7468,21.3756,26.7368
-25.77,25.6926,26.5987
-32.6666,24.7226,26.2475
25.6547,33.1638,26.0447
33.8288,-25.4953,26.0336
-25.5587,-33.5332,26.1505
32.8867,25.2934,26.041
25.6362,-32.9874,26.0464
-34.1458,-24.9864,26.1887
-24.4291,32.6902,26.2034
30.8996,-21.5775,26.0892
-30.4313,20.3012,26.6482
21.0155,28.8862,26.1694
-20.8915,-29.4782,26.5236
-3.80675,-25.1759,29.2465
-32.8835,10.2922,27.1837
32.8224,-10.0754,26.1618
9.04699,33.0291,26.3214
30.5313,-4.43045,26.331
6.86337,30.0312,26.6944
-31.1347,-13.5601,27.2862
31.9367,10.0439,26.1891
-11.0531,32.4319,26.5885
-32.632,-11.2186,27.1814
8.39444,-32.2791,26.3895
15.4432,-22.5994,27.0469
27.1715,6.80255,26.6042
12.2315,41.1971,26.0511
40.9865,-11.4407,26.0288
-40.7909,14.6067,26.1824
-11.3392,-41.0941,26.0978
26.6712,-7.42101,26.6664
27.1343,-2.81021,26.6974
27.1596,4.05542,26.6661
-12.8919,31.254,26.7029
   705.371E-03,29.6303,27.0881
17.3258,-20.8831,27.0171
-34.5109,-9.98135,26.8775
10.3896,-35.7405,26.1668
35.1824,10.1251,26.0959
31.4052,30.2433,26.0285
-32.2079,-29.0844,26.1383
-28.2557,30.0576,26.2079
28.6359,-32.4602,26.0321
-15.0829,30.005,26.7942
-27.1495,19.8117,27.1951
-11.9397,-31.546,26.688
-15.163,-27.9163,27.2082
19.2915,-22.1013,26.6235
16.4494,-24.2338,26.6924
-14.7042,-30.1702,26.7862
10.5163,-32.8054,26.2921
-23.9162,-5.55098,36.8829
4.47315,25.952,27.8796
-29.7247,23.4008,26.4734
25.0683,30.9284,26.0682
30.5128,-24.6068,26.0678
-24.2586,-30.4814,26.309
8.90468,29.6826,26.6259
30.8118,-9.17065,26.2589
28.6572,5.93553,26.4572
31.6306,-12.1457,26.1798
11.3299,33.8091,26.2225
-10.4475,-34.9231,26.3608
27.7877,-4.65652,26.5842
26.0758,1.01292,26.8913
31.501,12.2804,26.18
-26.0923,-25.9043,26.5352
-27.9447,25.8026,26.4328
15.2281,-25.223,26.6864
-26.6977,-20.2575,27.2108
20.8243,13.0265,27.406
31.3851,  -250.725E-03,26.2866
-31.0078,   271.882E-03,28.6986
29.3794,9.86551,26.3232
29.484,16.2271,26.1969
-31.4228,-15.4605,26.9918
15.881,-29.9467,26.2849
-17.4161,30.752,26.5847
25.375,-29.696,26.0796
30.8821,26.484,26.0503
-24.1166,30.267,26.3306
-31.0724,-24.7407,26.318
21.7869,-14.9967,26.9376
34.101,27.0403,26.027
-26.4593,32.6224,26.165
27.4299,-34.3295,26.0292
-33.9923,-27.8437,26.1289
1.72993,32.0211,26.6208
-28.5089,-6.31342,29.86
-1.79706,-29.9701,27.0915
6.22922,27.3377,27.2376
-33.9154,26.8475,26.1504
33.3334,-27.9846,26.0276
-28.2287,-33.3459,26.117
28.4231,34.4155,26.025
30.2556,-13.9636,26.2063
13.417,33.2494,26.2017
-26.9065,-3.82208,32.1514
16.4933,-26.9035,26.4417
10.3962,29.3394,26.5732
27.431,-9.7112,26.4996
26.9737,9.42097,26.5434
26.6091,28.0597,26.0824
28.9379,-26.485,26.0692
-26.1117,-28.5417,26.3476
-29.5054,-25.8937,26.3353
26.8763,-27.8825,26.0811
28.8143,27.5899,26.0617
30.6291,14.3513,26.1844
26.7238,  -881.985E-03,26.7762
31.9467,28.0442,26.0347
26.9202,-31.1311,26.0507
-32.529,-26.2742,26.2026
-26.1741,30.2034,26.2627
-25.882,27.9027,26.4063
20.2025,-19.8348,26.728
-28.5505,   522.400E-03,30.6258
6.02514,24.2788,28.3197
27.347,15.318,26.323
14.912,-27.8952,26.4584
-24.4072,-20.6213,27.6082
-27.0508,-22.4714,26.8216
13.5827,-31.0266,26.2988
7.57127,25.9281,27.4461
-17.1205,-30.9893,26.558
-29.2536,-20.2497,26.8008
24.4006,-16.1529,26.5193
24.3458,16.1669,26.5289
18.2093,-16.398,27.5907
18.6432,14.5714,27.827
29.5546,-11.0156,26.2967
10.555,31.6649,26.3591
9.15146,27.5168,26.9116
29.0156,11.7277,26.3094
26.3002,25.5909,26.1213
23.173,26.5577,26.1739
25.2727,-25.9505,26.1366
25.8136,-22.0332,26.2044
22.4901,-21.2315,26.4086
-27.758,-1.6656,31.444
4.44993,22.4447,29.8283
26.2233,17.0177,26.3402
21.0497,-17.5362,26.8171
25.245,-13.9231,26.5515
25.3568,14.541,26.5083
19.977,15.7426,27.2416
16.8969,13.3414,28.8615
15.6873,28.9482,26.3377
30.3294,-16.8858,26.1583
7.66923,22.9545,28.5799
-26.0604,-30.8894,26.231
19.492,-26.7523,26.299
-26.6971,2.84569,32.6901
27.2237,30.2177,26.055
31.266,-27.3704,26.0418
10.5763,26.4088,26.9633
27.0508,22.3601,26.1617
22.4864,-27.1791,26.1804
20.0217,27.235,26.253
27.6906,-20.9229,26.1699
26.5168,-16.5718,26.3343
26.8608,11.2981,26.4972
16.9978,16.2019,28.0221
9.87526,21.8974,28.3886
-29.1288,-4.28316,29.7299
-27.3424,4.81985,31.421
-26.337,   879.760E-03,33.6223
21.4143,-25.7002,26.2674
20.6877,25.6754,26.2886
24.7174,22.3387,26.2435
28.9774,-15.5396,26.2312
26.3538,-11.9499,26.5315
18.4243,25.2094,26.4339
26.6495,-18.7185,26.2616
14.5152,16.6604,28.9282
17.6799,19.6263,27.1436
10.0501,23.898,27.6555
26.8612,19.6321,26.2285
21.3825,-22.965,26.3943
23.2209,22.1439,26.3213
20.9758,23.7595,26.3685
18.942,21.3495,26.7174
-24.7165,1.35115,37.0113
16.8598,-22.2212,26.9081
16.2398,22.8047,26.8625
12.2816,23.2788,27.3893
11.352,20.2069,28.659
13.6232,26.2091,26.7035
13.2065,21.9268,27.5453
14.5887,23.1429,27.0547
16.2207,24.8669,26.6265
15.9115,26.8599,26.4672
6.11759,21.0675,30.3332
-14.1374,-17.8941,35.9225
16.2092,11.9399,29.851
-45.4594,-14.5197,26.0826
14.2972,-45.5538,26.0213
45.557,14.2903,26.011
-14.4116,45.4367,26.0402
-32.3407,14.9705,26.8921
-31.5318,17.3534,26.7893
45.0648,9.89642,26.0147
-9.81088,44.9591,26.0501
-45.2045,-10.1417,26.1121
9.91655,-45.0897,26.0313
16.8034,-4.02018,32.2708
-15.391,32.2251,26.499
29.0555,  -202.304E-03,26.4759
-21.6556,6.71229,42.1712
-11.0858,-33.2487,26.5006
-11.7377,23.887,29.5032
-28.755,4.30393,30.1121
-30.4745,26.0081,26.2846
10.9111,8.55187,41.7109
-22.393,-44.0957,26.0307
-43.9911,20.8773,26.0604
44.1046,-22.3932,26.0078
20.3427,45.3175,26.0126
-26.858,7.45895,31.088
-44.4428,26.1512,26.0323
44.9512,-26.2541,26.0049
25.0886,45.2711,26.0076
-26.25,-44.9265,26.0199
4.44036,19.1309,33.3307
-25.7372,5.51643,33.3435
-47.4573,47.4489,26.002
-8.41191,13.9193,64.8432
-10.4001,13.1947,65.9279
   437.155E-03,-13.4346,62.8323
-16.9717,-7.34265,69.5647
-45.0043,28.3315,26.0234
-24.4499,44.9109,26.0231
-45.0612,-24.7549,26.0347
25.0101,-44.8452,26.0082
44.8414,24.9879,26.0055
-42.3535,-45.1442,26.0036
45.1414,-42.3552,26.0008
-4.11011,19.4459,37.6077
-25.4786,-1.07892,35.2046
18.7655,-42.4028,26.0229
42.3786,18.7319,26.0137
-23.6771,-43.6976,26.03
43.7083,-23.6836,26.0075
8.56948,-9.69378,47.8017
9.32237,-7.83516,49.6822
-8.19542,16.9456,45.48
-5.75646,-16.5351,49.1419
27.4326,45.3741,26.0058
41.8702,30.5724,26.0049
-41.8333,-30.6291,26.0267
30.7126,-41.7907,26.0061
-30.6033,42.004,26.0204
-32.9447,-42.9426,26.0133
43.2658,-32.952,26.003
-22.6534,-42.0691,26.0427
42.0907,-22.6648,26.0106
-27.4974,-42.388,26.0259
42.4114,-27.5806,26.0062
42.7163,-15.3712,26.0167
-15.3164,-42.6994,26.0614
12.3091,-43.5716,26.0336
43.5593,12.2961,26.0169
-20.7597,8.69365,41.9964
-26.0485,-8.11294,31.7338
  -717.278E-03,-18.6741,38.1373
1.3152,-18.338,37.5541
-22.8467,4.90975,40.2342
-8.01385,-19.8064,36.3879
40.9692,28.7286,26.0069
-29.2187,41.327,26.0265
-40.9249,-28.7234,26.0388
-28.9107,-40.8173,26.029
28.8451,-40.9558,26.0087
40.8147,-29.1874,26.0067
6.08325,18.3766,33.4166
11.087,-8.72266,41.0156
-43.0359,16.5197,26.1046
-44.0857,-12.4202,26.1182
15.328,-41.4833,26.037
12.577,-42.1386,26.0422
10.191,-39.7588,26.079
41.4677,15.2899,26.0204
42.1111,12.5615,26.0217
39.5702,10.0924,26.0403
39.5525,29.2819,26.0082
-29.0737,39.6,26.0359
-39.6815,-41.3015,26.0079
41.3657,-39.6574,26.0018
-24.3502,6.49964,35.2033
-22.5158,9.45693,36.3057
-9.44954,18.8626,37.8502
-39.4688,-29.3853,26.0447
29.4162,-39.5209,26.0101
-42.6651,29.1004,26.029
-6.34748,-20.2889,35.7352
9.46457,12.7227,37.9512
-22.1568,-9.55368,37.221
-41.0265,-23.0734,26.0775
-22.3826,39.8145,26.0658
-27.473,39.8401,26.0404
-40.5289,-14.3945,26.1925
41.2273,-15.8658,26.0211
40.5916,-23.0906,26.0133
40.1421,-24.5627,26.0123
-15.753,-41.2048,26.0793
-23.0676,-40.5525,26.0546
-24.5175,-40.0988,26.051
-8.09832,19.3796,37.4899
-28.1998,-10.2611,29.1296
-24.3241,-10.5963,32.4694
-9.54172,-38.4852,26.174
38.0527,-9.7275,26.0561
-4.10139,-20.44,35.3447
10.0605,10.6284,40.4024
-3.14489,-21.5594,33.1592
-39.9426,-11.2223,26.2713
3.32328,-41.633,26.0817
1.96204,-41.5838,26.0853
41.6802,3.27523,26.0327
41.6696,1.93466,26.0328
   555.084E-03,-41.6741,26.0883
41.787,   536.760E-03,26.0327
-21.746,15.5597,31.3587
37.5588,-29.7977,26.0108
13.1332,-40.019,26.0589
-29.6724,-37.8199,26.0452
39.9231,13.0912,26.0317
-38.6568,-23.4867,26.1092
-20.7166,-38.8204,26.0912
-21.9613,-36.9587,26.1169
38.9086,-20.819,26.0221
37.1231,-22.0923,26.0272
39.5204,-14.42,26.0326
