x_mm,z_mm,temperature_c
-14.2321,-39.563,26.1203
37.1268,-24.9224,26.0203
-24.875,-37.027,26.0869
-12.1601,43.3545,26.0622
12.3172,11.204,34.733
-40.4786,29.9902,26.0355
-34.4901,37.438,26.0273
-28.4419,6.67069,29.8696
-26.4355,-11.916,29.7735
37.7473,34.2783,26.0061
-12.6556,-40.9982,26.0944
-30.5384,-11.8959,27.6984
-30.46,-6.65033,28.513
-17.1779,-18.1242,32.5656
19.247,1.06527,29.9768
   111.676E-03,-23.168,30.4131
4.02597,-23.0077,29.54
40.9321,-12.7801,26.0269
-18.0874,40.357,26.0812
-24.0571,11.6146,31.9934
-38.542,10.2931,26.3815
-36.2739,-8.19025,26.6825
-2.26939,28.7651,27.4443
-41.2591,-3.5397,26.2936
-40.8931,-1.7958,26.3189
-41.6552,33.6391,26.0184
-42.2361,34.9984,26.0142
-24.3339,8.62723,33.785
12.9877,9.34277,35.4418
-1.70305,-23.2414,30.7164
-41.6898,  -281.330E-03,26.279
33.4421,41.1942,26.0045
-35.7007,-14.3878,26.4952
-33.9814,-22.1803,26.2834
-32.4721,-20.7827,26.4403
34.0452,-21.9869,26.0482
-21.6707,-33.6075,26.2246
-24.2092,38.4797,26.0722
-13.7844,26.6538,27.7381
-16.0255,27.3823,27.2645
39.8756,1.90092,26.0474
1.94521,-39.7155,26.125
20.7831,-32.0518,26.1062
19.2008,-30.3468,26.1743
31.9613,20.6353,26.0807
30.1651,19.1863,26.1305
-12.2723,-35.8745,26.2759
-16.2089,-33.2391,26.3807
35.9807,-13.2447,26.0702
33.3784,-17.0983,26.0865
-32.7054,-8.42422,27.3969
-14.8617,41.4943,26.0788
-12.4461,41.9189,26.0807
-16.551,37.7449,26.149
-9.50603,39.3256,26.1472
-7.67367,38.2745,26.1914
35.0795,28.8358,26.0184
-28.7251,34.9784,26.0836
31.8202,41.7742,26.0052
14.2851,13.2756,30.7013
15.1087,18.453,28.0556
-35.9121,6.74956,26.8127
2.13221,-25.4007,28.4641
14.453,11.6606,31.5228
5.19791,28.9937,26.9715
11.6202,24.9533,27.1248
-31.2799,-35.0273,26.0604
34.6232,-31.0675,26.0152
-25.953,13.3432,29.4451
-25.873,9.82483,31.0845
-25.4155,8.09839,32.5128
-29.3864,-13.9824,27.722
-25.4283,37.8786,26.07
-36.9979,27.2649,26.0878
-37.9275,28.9965,26.0596
12.4169,-32.9032,26.2444
-32.8563,-5.63314,27.5762
-33.8016,-3.9841,27.3701
-35.0592,-2.46811,27.0992
25.063,-3.60464,27.0656
10.5814,38.4291,26.0982
-23.5501,25.5435,26.8207
34.0324,1.61442,26.162
-36.4188,29.7325,26.0681
4.81511,30.5648,26.7259
2.8722,-33.5772,26.431
14.588,20.9789,27.4836
33.2361,37.2879,26.0081
  -596.409E-03,41.4474,26.097
24.3545,-11.0399,26.8499
25.3949,-9.63872,26.77
15.9067,40.8957,26.0387
18.0987,40.8938,26.0315
-3.08965,32.0101,26.7235
-6.45969,33.8262,26.4986
-7.73186,35.241,26.366
-1.83953,-27.5907,27.8366
   383.999E-03,-32.1646,26.6391
-36.822,-1.79615,26.7632
-13.2157,40.3637,26.1069
-38.3484,-1.5678,26.5526
-33.5945,-14.7908,26.7083
18.2547,7.50848,29.7704
10.8916,-30.4279,26.4471
-31.0373,-21.9955,26.4731
-30.7747,-27.5175,26.2185
28.6175,20.8332,26.1458
6.6085,-27.6372,27.1386
8.73043,-27.7745,26.9148
20.8888,-28.6619,26.1812
22.8604,3.06417,27.7413
22.5515,4.45859,27.7694
22.2801,6.25897,27.7446
33.8814,32.5485,26.0141
29.1686,-8.41075,26.3822
14.3011,-26.2754,26.6597
4.16014,36.3672,26.2259
9.24328,34.619,26.232
5.37296,-29.5182,26.8596
16.1139,14.8281,28.8338
16.9715,18.0366,27.6114
5.9855,31.6085,26.5391
-27.5457,14.6071,28.246
-8.69109,36.6447,26.2689
-22.0716,30.4603,26.395
-32.5038,33.503,26.0667
-14.1406,33.344,26.4205
16.0622,20.1689,27.364
-13.719,38.9826,26.1374
17.0161,21.5098,26.9653
-5.50758,35.2836,26.3708
33.5912,35.4439,26.0099
28.3337,23.6754,26.1109
-14.9103,38.0039,26.157
-13.9812,36.4454,26.2266
28.6528,-18.0855,26.1937
27.2523,-14.6719,26.3498
29.1193,-2.26254,26.4615
-28.478,15.39,27.7453
-32.6474,13.1863,26.9863
-30.8759,15.578,27.0851
17.6949,-25.6567,26.46
18.3929,-24.436,26.5104
-28.6448,-22.0084,26.7032
-25.0675,-23.1615,26.9661
25.6474,21.1627,26.2377
   111.986E-03,-29.8445,27.0609
3.14261,-31.4029,26.675
-35.2428,33.1731,26.0488
-28.0693,-24.3851,26.5297
18.2812,17.9522,27.3056
19.0059,18.9451,27.011
19.8142,20.0082,26.7669
23.9855,6.41963,27.2102
26.023,5.45703,26.8152
27.8706,8.06495,26.4953
7.50809,32.5823,26.3947
31.1955,35.6298,26.0138
22.7279,-24.4001,26.26
31.8295,-25.8623,26.0464
13.0991,31.1432,26.307
32.7334,36.1565,26.0103
25.296,6.52433,26.9148
2.00225,-31.7465,26.6572
-29.7664,-31.4042,26.1349
15.6651,33.233,26.1593
15.2859,34.6148,26.1304
30.7449,-29.1483,26.0366
-27.5832,22.215,26.7964
29.2534,-28.4264,26.0517
26.2202,12.9386,26.4943
25.8894,7.74686,26.7556
28.0497,-16.7525,26.2479
-28.1268,-31.1237,26.1733
-28.1767,-26.8861,26.3486
20.7037,-24.3621,26.3641
19.4951,-24.4141,26.4321
20.3381,18.0526,26.8901
21.7385,19.6671,26.5672
28.2976,26.0989,26.0819
25.3022,23.6839,26.1845
23.5419,-25.8335,26.1868
32.6865,34.41,26.0133
-33.8611,33.1294,26.0585
18.6953,36.8018,26.0598
27.7376,32.3799,26.0372
30.3179,33.7113,26.0209
18.3149,31.5351,26.1562
27.2744,-24.3884,26.1201
-29.5098,27.8146,26.2551
21.5375,16.7925,26.8324
23.1665,17.8254,26.5529
21.1156,14.6752,27.1445
25.009,18.7032,26.3556
16.244,35.6546,26.0984
-15.3573,39.0986,26.1231
25.184,11.0845,26.7116
21.2703,21.7974,26.4649
24.2222,12.2049,26.7745
22.6179,15.308,26.8039
22.7754,29.6983,26.1157
