sample_index,acc_ch1,acc_ch2,acc_ch3
547,-0.179515,-0.239354,-0.209434
548,-0.209434,-0.239354,-0.239354
549,-0.209434,-0.239354,-0.239354
550,-0.209434,-0.269273,-0.239354
551,-0.209434,-0.269273,-0.239354
552,-0.209434,-0.269273,-0.239354
553,-0.209434,-0.269273,-0.239354
554,-0.209434,-0.269273,-0.239354
555,-0.209434,-0.239354,-0.239354
556,-0.209434,-0.239354,-0.239354
557,-0.209434,-0.239354,-0.239354
558,-0.209434,-0.239354,-0.239354
559,-0.209434,-0.269273,-0.269273
560,-0.239354,-0.299192,-0.269273
561,-0.239354,-0.269273,-0.269273
562,-0.209434,-0.269273,-0.269273
563,-0.209434,-0.239354,-0.239354
564,-0.179515,-0.239354,-0.239354
565,-0.179515,-0.209434,-0.209434
566,-0.179515,-0.239354,-0.209434
567,-0.179515,-0.239354,-0.209434
568,-0.179515,-0.209434,-0.209434
569,-0.179515,-0.209434,-0.209434
570,-0.179515,-0.239354,-0.239354
571,-0.179515,-0.239354,-0.239354
572,-0.179515,-0.239354,-0.239354
573,-0.179515,-0.239354,-0.239354
574,-0.179515,-0.239354,-0.239354
575,-0.179515,-0.209434,-0.209434
576,-0.149596,-0.179515,-0.179515
577,-0.149596,-0.209434,-0.209434
578,-0.179515,-0.209434,-0.209434
579,-0.179515,-0.239354,-0.209434
580,-0.209434,-0.239354,-0.239354
581,-0.209434,-0.269273,-0.269273
582,-0.209434,-0.269273,-0.239354
583,-0.209434,-0.239354,-0.239354
584,-0.209434,-0.239354,-0.239354
585,-0.209434,-0.239354,-0.239354
586,-0.209434,-0.239354,-0.239354
587,-0.209434,-0.239354,-0.239354
588,-0.209434,-0.239354,-0.239354
589,-0.209434,-0.239354,-0.239354
590,-0.209434,-0.239354,-0.239354
591,-0.209434,-0.269273,-0.269273
592,-0.239354,-0.269273,-0.269273
593,-0.239354,-0.269273,-0.269273
594,-0.209434,-0.269273,-0.269273
595,-0.209434,-0.239354,-0.239354
596,-0.179515,-0.239354,-0.239354
597,-0.179515,-0.209434,-0.209434
598,-0.179515,-0.209434,-0.209434
599,-0.179515,-0.209434,-0.209434
600,-0.179515,-0.239354,-0.209434
601,-0.179515,-0.239354,-0.209434
602,-0.179515,-0.239354,-0.239354
603,-0.179515,-0.239354,-0.239354
604,-0.179515,-0.239354,-0.239354
605,-0.179515,-0.239354,-0.239354
606,-0.179515,-0.239354,-0.239354
607,-0.149596,-0.209434,-0.209434
608,-0.149596,-0.179515,-0.179515
609,-0.149596,-0.209434,-0.209434
610,-0.179515,-0.209434,-0.209434
611,-0.179515,-0.239354,-0.239354
612,-0.209434,-0.239354,-0.239354
613,-0.209434,-0.239354,-0.239354
614,-0.209434,-0.269273,-0.239354
615,-0.209434,-0.269273,-0.239354
616,-0.209434,-0.269273,-0.239354
617,-0.209434,-0.269273,-0.239354
618,-0.209434,-0.239354,-0.239354
619,-0.209434,-0.239354,-0.239354
620,-0.209434,-0.239354,-0.239354
621,-0.209434,-0.239354,-0.239354
622,-0.209434,-0.239354,-0.239354
623,-0.209434,-0.269273,-0.269273
624,-0.239354,-0.269273,-0.269273
625,-0.239354,-0.269273,-0.269273
626,-0.209434,-0.269273,-0.269273
